context,llm_responses,actual_target,actual_sentiment,complete_responses,extraction_model_response,extraction_response,regex_extraction
Sentence: $SAP Q1 disappoints as #software licenses down. Real problem? #Cloud growth trails $MSFT $ORCL $GOOG $CRM $ADBE https://t.co/jNDphllzq5. Snippets: $SAP Q1 disappoints as #software licenses down. Real problem? #Cloud growth trails $MSFT $ORCL $GOOG $CRM $ADBE https://t.co/jNDphllzq5. Target aspect: SAP,  Sure,SAP,-0.431,"ModelResponse(id='8f00e38f38c94310-EWR', created=1733872022, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=210, total_tokens=212, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108b00998c8c1d-EWR', created=1734036167, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
Sentence: $FB gone green on day. Snippets: $FB gone green on day. Target aspect: FB,  Sure,FB,0.476,"ModelResponse(id='8f00e38f7e588c30-EWR', created=1733872023, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=119, total_tokens=121, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108b009e808c6b-EWR', created=1734036167, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
"Sentence: $AMZN rejected that 604 to the penny. Weak open and it goes r/g within first 30 mins, could have 8-10 points in it. https://t.co/58tEAEXxpE. Snippets: $AMZN rejected that 604 to the penny. Weak open and it goes r/g within first 30 mins, could have 8-10 points in it. https://t.co/58tEAEXxpE. Target aspect: AMZN",  Sure,AMZN,-0.229,"ModelResponse(id='8f00e38f99ee0cc0-EWR', created=1733872023, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=223, total_tokens=225, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108b00d9a11849-EWR', created=1734036167, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
Sentence: $GOOGL is setting up above its 50-day moving average. https://t.co/tTm9RnFoXJ. Snippets: $GOOGL is setting up above its 50-day moving average. https://t.co/tTm9RnFoXJ. Target aspect: GOOGL,  Sure,GOOGL,0.516,"ModelResponse(id='8f00e38f9f0780d6-EWR', created=1733872023, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=175, total_tokens=177, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108b0ab8b31902-EWR', created=1734036169, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
Sentence: $FB still a dog going much lower this week. Snippets: $FB still a dog going much lower this week. Target aspect: FB,  Sure,FB,-0.554,"ModelResponse(id='8f00e38fbfd8c481-EWR', created=1733872023, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=127, total_tokens=129, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108b015f644368-EWR', created=1734036167, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
Sentence: Academics claim Google Android two-factor authentication is breakable. #security #authentication #hacking $goog https://t.co/nJx4mnrGLo. Snippets: Academics claim Google Android two-factor authentication is breakable. #security #authentication #hacking $goog https://t.co/nJx4mnrGLo. Target aspect: GOOG,  Sure,GOOG,-0.309,"ModelResponse(id='8f00e3903c766a52-EWR', created=1733872023, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=185, total_tokens=187, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108b019a301875-EWR', created=1734036167, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
Sentence: ALERT: New MACD signal created on $CTXS - Buy at 77.09 - Time: 18:23 - Strength: 10. Powered by https://t.co/4TdgjEDLLZ. Snippets: ALERT: New MACD signal created on $CTXS - Buy at 77.09 - Time: 18:23 - Strength: 10. Powered by https://t.co/4TdgjEDLLZ. Target aspect: CTXS,  Sure,CTXS,0.49,"ModelResponse(id='8f00e3906bee8c89-EWR', created=1733872023, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=221, total_tokens=223, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108b01be20de95-EWR', created=1734036168, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
Sentence: $BAC $ADSK $NFLX long this morning. Snippets: $BAC $ADSK $NFLX long this morning. Target aspect: NFLX,  Sure,NFLX,0.476,"ModelResponse(id='8f00e3906dd5c463-EWR', created=1733872023, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=134, total_tokens=136, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108b01daa842d7-EWR', created=1734036168, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
Sentence: Locked in some $FB puts for nice gain. Snippets: Locked in some $FB puts for nice gain. Target aspect: FB,  Sure,FB,-0.524,"ModelResponse(id='8f00e39078170f4b-EWR', created=1733872023, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=127, total_tokens=129, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108b01df1d8cec-EWR', created=1734036168, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
Sentence: 3rd red day in a row ? $TSLA. Snippets: 3rd red day in a row ? $TSLA. Target aspect: TSLA,  Sure,TSLA,-0.43,"ModelResponse(id='8f00e39088100f88-EWR', created=1733872023, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=133, total_tokens=135, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108b01eaeb41ed-EWR', created=1734036168, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
Sentence: Just went long $ILMN. Snippets: Just went long $ILMN. Target aspect: ILMN,  Sure,ILMN,0.558,"ModelResponse(id='8f00e390af534302-EWR', created=1733872023, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=123, total_tokens=125, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108b0adc4b4368-EWR', created=1734036169, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
Sentence: #Apple up almost 20% from its February lows with very little fanfare. $AAPL. Snippets: #Apple up almost 20% from its February lows with very little fanfare. $AAPL. Target aspect: AAPL,  Sure,AAPL,0.431,"ModelResponse(id='8f00e3914fd54325-EWR', created=1733872023, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=157, total_tokens=159, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108b01fb3f42ee-EWR', created=1734036168, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
Sentence: $DISH weakness continues again. 49.43 area resistance after last week. Snippets: $DISH weakness continues again. 49.43 area resistance after last week. Target aspect: DISH,  Sure,DISH,-0.41,"ModelResponse(id='8f00e3914d567cea-EWR', created=1733872023, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=146, total_tokens=148, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108b07aa9d8c1d-EWR', created=1734036168, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
Sentence: $AAPL iPhone shipments on track to exceed forecasts - MarketWatch https://t.co/2CXahJIX7d. Snippets: $AAPL iPhone shipments on track to exceed forecasts - MarketWatch https://t.co/2CXahJIX7d. Target aspect: AAPL,  Sure,AAPL,0.367,"ModelResponse(id='8f00e39158b64258-EWR', created=1733872023, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=169, total_tokens=171, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108b01fa8141f8-EWR', created=1734036168, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
Sentence: $COST short finally making gains. I will take half my gains at 147. Snippets: $COST short finally making gains. I will take half my gains at 147. Target aspect: COST,  Sure,COST,-0.41,"ModelResponse(id='8f00e3916e904408-EWR', created=1733872023, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=150, total_tokens=152, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108b0a7aef43e8-EWR', created=1734036169, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
Sentence: Why $TWTR is doomed in 1 chart $FB $GOOG  https://t.co/MpyLiReQjh https://t.co/nlcZawDoHP. Snippets: Why $TWTR is doomed in 1 chart $FB $GOOG  https://t.co/MpyLiReQjh https://t.co/nlcZawDoHP. Target aspect: GOOG,  Sure,GOOG,-0.07,"ModelResponse(id='8f00e391dbba8cca-EWR', created=1733872023, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=195, total_tokens=197, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108b01fdd74295-EWR', created=1734036168, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
Sentence: Apple Inc.: The Rip-Roaring Rally Is Just Beginning! (AAPL) | InvestorPlace $AAPL https://t.co/jrcFC8XlY9. Snippets: Apple Inc.: The Rip-Roaring Rally Is Just Beginning! (AAPL) | InvestorPlace $AAPL https://t.co/jrcFC8XlY9. Target aspect: AAPL,  Sure,AAPL,0.559,"ModelResponse(id='8f00e3919b8bc409-EWR', created=1733872023, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=197, total_tokens=199, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108b0a0ac9efa5-EWR', created=1734036169, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
"Sentence: Upside moves in the volatile #mining sector, sending Anglo American PLC $AAL up 6.8% as of 4:30 PM, London time. Snippets: Upside moves in the volatile #mining sector, sending Anglo American PLC $AAL up 6.8% as of 4:30 PM, London time. Target aspect: AAL",  Sure,AAL,0.462,"ModelResponse(id='8f00e3921f9a6a55-EWR', created=1733872023, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=186, total_tokens=188, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108b01fe6c42de-EWR', created=1734036168, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
"Sentence: Tesla: Voluntary recall of 2,700 Model X vehicles, due to back seat issue. $TSLA https://t.co/NPAkc3U6GS. Snippets: Tesla: Voluntary recall of 2,700 Model X vehicles, due to back seat issue. $TSLA https://t.co/NPAkc3U6GS. Target aspect: TSLA",  Sure,TSLA,-0.327,"ModelResponse(id='8f00e3923f248c93-EWR', created=1733872023, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=191, total_tokens=193, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108b020cfb8c84-EWR', created=1734036168, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
Sentence: @scottrade Why is $tsla not available for shorting at this time?  Same for $w?. Snippets: @scottrade Why is $tsla not available for shorting at this time?  Same for $w?. Target aspect: W,  Sure,W,-0.528,"ModelResponse(id='8f00e3926d527cf0-EWR', created=1733872023, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=153, total_tokens=155, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108b0209788c23-EWR', created=1734036168, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
Sentence: Deutsche Bank Downgraded Starbucks Co. $SBUX https://t.co/QqlEvVwPMV https://t.co/f2PdQjuTHa. Snippets: Deutsche Bank Downgraded Starbucks Co. $SBUX https://t.co/QqlEvVwPMV https://t.co/f2PdQjuTHa. Target aspect: SBUX,  Sure,SBUX,-0.611,"ModelResponse(id='8f00e3927b9641ac-EWR', created=1733872023, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=193, total_tokens=195, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108b0a1a80431a-EWR', created=1734036169, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
Sentence: Coke dividend - 3%. Google dividend - 0%. For passive income Coke takes it. $GOOG $KO https://t.co/QBsoWjxOST. Snippets: Coke dividend - 3%. Google dividend - 0%. For passive income Coke takes it. $GOOG $KO https://t.co/QBsoWjxOST. Target aspect: GOOG,  Sure,GOOG,-0.066,"ModelResponse(id='8f00e3927bd90f5d-EWR', created=1733872023, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=197, total_tokens=199, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108b021cc4c409-EWR', created=1734036168, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
Sentence: Juniper tumbles on Q1 warning; Cisco also lower https://t.co/N8X8BpLJ1E $JNPR $CSCO. Snippets: Juniper tumbles on Q1 warning; Cisco also lower https://t.co/N8X8BpLJ1E $JNPR $CSCO. Target aspect: JNPR,  Sure,JNPR,-0.556,"ModelResponse(id='8f00e3928f9d0f8b-EWR', created=1733872023, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=185, total_tokens=187, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108b0a6a528c6b-EWR', created=1734036169, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
Sentence: Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB. Snippets: Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB. Target aspect: SPY,  Sure,SPY,0.521,"ModelResponse(id='8f00e392bf3f5e79-EWR', created=1733872023, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=170, total_tokens=172, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108b023c0517ad-EWR', created=1734036168, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
"Sentence: DJI overbought: $AAPL, $AXP, $BA, $CVX, $IBM, $INTC, $VZ https://t.co/wMy1PnomJF. Snippets: DJI overbought: $AAPL, $AXP, $BA, $CVX, $IBM, $INTC, $VZ https://t.co/wMy1PnomJF. Target aspect: VZ",  Sure,VZ,-0.296,"ModelResponse(id='8f00e392cc60431b-EWR', created=1733872023, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=200, total_tokens=202, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108b0a8947c3eb-EWR', created=1734036169, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
"Sentence: Baird likes $TSLA - upgrades to outperform, lifts price target to $300. Research firm also sees no capital raise necessary in next few qtrs. Snippets: Baird likes $TSLA - upgrades to outperform, lifts price target to $300. Research firm also sees no capital raise necessary in next few qtrs. Target aspect: TSLA",  Sure,TSLA,0.61,"ModelResponse(id='8f00e3937f1541a6-EWR', created=1733872023, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=189, total_tokens=191, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])","ModelResponse(id='8f108b023eca1902-EWR', created=1734036168, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.0', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=4, prompt_tokens=58, total_tokens=62, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0.0,0.0
