prompt,answer,book_name,chapter_number,chapter_name
"20. Economic production has fallen to less than full potential due to inadequate incentives for firms to produce.  The duration of this economic condition will likely be:

A: indefinite
B: unknown
C: long-term
D: short-term",D: short-term,"Macroeconomics, 3rd Edition",11,aggregate demand supply model
"21. If Keynes’ law applies during economic contractions and Say’s law applies during economic expansion, how will the three goals of macroeconomics be affected?

A: determinates of total supply for the economy will be traded-off
B: trade-offs and connections may differ in the short run and the long run
C: the economy will face genuine limits to how much can be produced
D: institutional and market structures will connect factors of production",B: trade-offs and connections may differ in the short run and the long run,"Macroeconomics, 3rd Edition",11,aggregate demand supply model
"22. If the price level of what firms produce is rising across an economy, but the costs of production are constant, then:

A: the maximum potential GDP will be exceeded.
B: increase in quantity produced won't be large.
C: a majority of industries will start running into limits.
D: higher profits will induce expanded production.",D: higher profits will induce expanded production.,"Macroeconomics, 3rd Edition",11,aggregate demand supply model
"23. _______________________ happens when the economy is producing at its potential and unemployment is at the natural rate of unemployment.

A: The foreign price effect
B: Stagflation
C: Full employment GDP
D: The interest rate effect",C: Full employment GDP,"Macroeconomics, 3rd Edition",11,aggregate demand supply model
"24. What term is used to describe the maximum quantity that an economy can produce, in the context of its existing inputs, market and legal institutions?

A: GDP deflator
B: AS curve
C: potential GDP
D: aggregate supply",C: potential GDP,"Macroeconomics, 3rd Edition",11,aggregate demand supply model
"25. In an AD/AS model, the point where the economy has excess capacity is called the:

A: Keynesian zone of the AS curve
B: intermediate zone of the AS curve
C: neoclassical zone of the AS curve
D: crossing point of the potential GDP line",A: Keynesian zone of the AS curve,"Macroeconomics, 3rd Edition",11,aggregate demand supply model
"26. In an AD/AS model:

A: the GDP deflator always slopes upwards.
B: the potential GDP always slopes downwards.
C: the CPI is shown on the vertical axis.
D: real GDP is shown on the horizontal axis.",D: real GDP is shown on the horizontal axis.,"Macroeconomics, 3rd Edition",11,aggregate demand supply model
"27. Which of the following must be present in order for the aggregate supply curve to form an upward slope?

A: the lure of higher profits to induce continued production
B: fixed cost of inputs combined with rising prices for outputs
C: rise in aggregate quantity of supplied goods and services
D: constant price level for intermediate goods and services",B: fixed cost of inputs combined with rising prices for outputs,"Macroeconomics, 3rd Edition",11,aggregate demand supply model
"28. When prices of outputs in an economy become sufficiently high causing production to exceed potential GDP, the resulting:

A: hyper-intense production will be unsustainable in the long run.
B: higher wages will encourage workers to produce more at high prices.
C: lower prices will lead to a lower quantity of demand.
D: downward slope in aggregate supply curve will be short run.",A: hyper-intense production will be unsustainable in the long run.,"Macroeconomics, 3rd Edition",11,aggregate demand supply model
"29. Due to inflationary pressures, the national income of households has been spread across a higher overall price base for goods and services. How will this affect be shown in an AD/ASAD/AS model?

A: nearly vertical AS slope at the far right
B: nearly horizontal AD curve at the far left
C: a downward sloping AD curve
D: a downward sloping AS curve",C: a downward sloping AD curve,"Macroeconomics, 3rd Edition",11,aggregate demand supply model
"30. The ____________ describes a situation where sufficient credit is available, but the economy experiences a reduction in consumption and investment.

A: inflation rate effect
B: interest rate effect
C: wealth effect
D: price effect",B: interest rate effect,"Macroeconomics, 3rd Edition",11,aggregate demand supply model
"31. Why is productivity growth considered to be the most important factor in the AD/ASAD/AS model?

A: it shifts the AD curve in the long-term
B: it shifts the AD curve in the short-term
C: it shifts the AS curve in the short-term
D: it shifts the AS curve in the long-term",D: it shifts the AS curve in the long-term,"Macroeconomics, 3rd Edition",11,aggregate demand supply model
"32. Changes in the price level of the different components of aggregate demand are reflected in the AD/ASAD/AS macroeconomic model by a ________________________.

A: flatter top portion of AD curve
B: longer distance to equilibrium point
C: downward sloping AD curve
D: shorter distance to equilibrium point",C: downward sloping AD curve,"Macroeconomics, 3rd Edition",11,aggregate demand supply model
"33. Which of the following will have the greatest influence on the slope of the demand curve in a single market model?

A: wealth effects
B: substitute goods
C: full employment
D: higher wages",B: substitute goods,"Macroeconomics, 3rd Edition",11,aggregate demand supply model
"34. As the aggregate price level in an economy rises, ____________________.

A: interest rates increase
B: consumer demand increases
C: exports decrease
D: investment increases",A: interest rates increase,"Macroeconomics, 3rd Edition",11,aggregate demand supply model
"35. As the aggregate price level in an economy decreases,

A: investment decreases.
B: consumer demand decreases.
C: interest rates decrease.
D: imports decrease.",D: imports decrease.,"Macroeconomics, 3rd Edition",11,aggregate demand supply model
"36. Aggregate demand curves slope downwards for each of the following reasons EXCEPT

A: The wealth effect: As the price level falls, the buying power of people’s savings increases and induces them to spend more.
B: The substitution effect: As the price level falls, people buy more of the cheaper goods and less of other goods.
C: The interest rate effect:  As prices for outputs rise, it costs more to make the same purchases, driving up the demand for money, raising interest rates and reducing investment spending.
D: The foreign price effect: As the price level falls, U.S. become more attractive to foreigners and domestic residents, increasing net export spending.","B: The substitution effect: As the price level falls, people buy more of the cheaper goods and less of other goods.","Macroeconomics, 3rd Edition",11,aggregate demand supply model
"37. Aggregate supply curves are ________________________ for low levels of output, and ____________________________ for high levels of output.

A: relatively flat; remain flat
B: relatively steep; remain steep
C: relatively flat; relatively steep
D: relatively steep; relatively flat",C: relatively flat; relatively steep,"Macroeconomics, 3rd Edition",11,aggregate demand supply model
"38. In an AD/ASAD/AS diagram, __________________________ could explain a rise in cyclical unemployment?

A: a shift to the left in either AS or AD
B: a shift in AS to the left
C: a shift in AS to the right
D: a shift in AD to the left",A: a shift to the left in either AS or AD,"Macroeconomics, 3rd Edition",11,aggregate demand supply model
"39. In an AD/AS diagram, an increase in structural unemployment will:

A: shift AS to the right.
B: have no effect on AS or AD.
C: shift AS to the left.
D: shift AD to the left.",B: have no effect on AS or AD.,"Macroeconomics, 3rd Edition",11,aggregate demand supply model
"40. When an economy's output increases and the price level decreases, the _________ curve has shifted to the ____________.

A: AS; left
B: AD; left
C: AD; right
D: AS; right",D: AS; right,"Macroeconomics, 3rd Edition",11,aggregate demand supply model
"41. Whether the economy is in a recession is illustrated in the AD/AS model by how close the _____________________ is to the potential GDP line.

A: AS curve
B: AD curve
C: equilibrium
D: AS and AD curve",C: equilibrium,"Macroeconomics, 3rd Edition",11,aggregate demand supply model
"42. The __________________ in an AD/AS diagram is most relevant to Keynes’s Law.

A: AS curve
B: flat portion of the AS curve
C: AD curve
D: steep portion of the AS curve",B: flat portion of the AS curve,"Macroeconomics, 3rd Edition",11,aggregate demand supply model
"43. The ____________________ in an AD/AS diagram is most relevant to Say’s Law.

A: steep portion of the AS curve
B: AS curve
C: AD curve
D: flat portion of the AS curve",A: steep portion of the AS curve,"Macroeconomics, 3rd Edition",11,aggregate demand supply model
"44. The _________________ means that a higher price level leads to lower real wealth.

A: employment effect
B: interest rate effect
C: wealth effect
D: foreign price effect",C: wealth effect,"Macroeconomics, 3rd Edition",11,aggregate demand supply model
"45. The _____________ holds that a rise in price level will make domestic goods relatively more expensive, ____________ exports and _______________ imports.

A: interest rate effect; encouraging; discouraging
B: employment effect; discouraging; encouraging
C: wealth effect; encouraging; discouraging
D: foreign price effect; discouraging; encouraging",D: foreign price effect; discouraging; encouraging,"Macroeconomics, 3rd Edition",11,aggregate demand supply model
"46. Melanie decided to save 20% of her annual earnings for 10 years so she would have a down payment for a house.  After 5 years, what change in the economy would cause an increase in the purchasing power of the funds she has managed to save?

A: recession
B: depression
C: deflation
D: stagflation",C: deflation,"Macroeconomics, 3rd Edition",11,aggregate demand supply model
"1. Goods and services produced in one country that are then sold in other countries are called ____________.

A: exports
B: tradeable items
C: surplus items
D: economic stimulants",A: exports,"Macroeconomics, 3rd Edition",10,international trade capital flows
"2. The term __________ is used to describe what those in one country buy from those in other countries.

A: exports
B: imports
C: trade
D: surplus",B: imports,"Macroeconomics, 3rd Edition",10,international trade capital flows
"3. The term _____________ describes circumstances where a country's exports exceed its imports.

A: trade deficit
B: trade imbalance
C: trade surplus
D: trade balance",C: trade surplus,"Macroeconomics, 3rd Edition",10,international trade capital flows
"4. The term _____________ describes circumstances where a country's imports exceed its exports.

A: trade imbalance
B: trade balance
C: trade surplus
D: trade deficit",D: trade deficit,"Macroeconomics, 3rd Edition",10,international trade capital flows
"5. The term ""merchandise trade balance"" is used to describe:

A: the balance of trade in services.
B: the balance of trade in goods.
C: the level of trade in goods.
D: the level of trade in services.",B: the balance of trade in goods.,"Macroeconomics, 3rd Edition",10,international trade capital flows
"6. A country's current account balance refers to a broad measure of the balance of trade that includes:

A: merchandise, services, and foreign capital investments.
B: goods, foreign capital investments, exported domestic services.
C: goods and services, international flows of income, and foreign aid.
D: merchandise, foreign aid and imported domestic services.","C: goods and services, international flows of income, and foreign aid.","Macroeconomics, 3rd Edition",10,international trade capital flows
"7. With respect to the national saving and investment identity for any country, the quantity of _______________ at any given time by savings must ________________ for purposes of making investments.

A: foreign aid supplied; be lower than the quantity of domestic aid demanded
B: foreign financial capital imports; equal to supply of domestic capital available
C: foreign capital imports; less than the supply of domestic capital available
D: financial capital supplied; equal the quantity of capital financial demanded",D: financial capital supplied; equal the quantity of capital financial demanded,"Macroeconomics, 3rd Edition",10,international trade capital flows
"8. The ________________ refers to the gap that can exist between what a nation’s _____________, and a nation’s ____________________.

A: balance of trade; producers sell abroad; imports
B: merchandise trade balance; exports; imports
C: trade surplus; exported services; imported goods
D: trade deficit; producers purchase abroad; exports",A: balance of trade; producers sell abroad; imports,"Macroeconomics, 3rd Edition",10,international trade capital flows
"9. If exports ______________, then the economy is said to have a trade surplus.

A: equal imports
B: exceed imports
C: precede imports
D: follow imports",B: exceed imports,"Macroeconomics, 3rd Edition",10,international trade capital flows
"10. If imports ______________, then the economy is said to have a trade deficit.

A: precede exports
B: follow exports
C: equal exports
D: exceed exports",D: exceed exports,"Macroeconomics, 3rd Edition",10,international trade capital flows
"11. If exports and imports:

A: are imbalanced, then a trade surplus exists.
B: are imbalanced, then a trade deficit exits.
C: are equal, then trade is balanced.
D: are equal, then the economy is unhealthy.","C: are equal, then trade is balanced.","Macroeconomics, 3rd Edition",10,international trade capital flows
"12. A series of macroeconomic events has led an economy into a deep recession. Which of the following factors is most likely to have initiated this series of events?

A: level of trade
B: unbalanced trade
C: deficit level of trade
D: merchandize trade imbalance",B: unbalanced trade,"Macroeconomics, 3rd Edition",10,international trade capital flows
"13. From a macroeconomic perspective, if GDP economic indicators show a decline of 10% or more in a single year, then which of the following outcomes is most likely to result?

A: deep economic recession
B: influx of foreign capital
C: lessening of foreign aid
D: merchandise trade surplus",A: deep economic recession,"Macroeconomics, 3rd Edition",10,international trade capital flows
"14. Which of the following countries suffered deep recessions as a result of pessimistic foreign investors moving their money to other countries?

A: Russia, and Indonesia
B: Thailand, Argentina and Malaysia
C: North Korea and Malaysia
D: South Korea and a and b",D: South Korea and a and b,"Macroeconomics, 3rd Edition",10,international trade capital flows
"15. Trade surpluses and trade deficits can be __________________ for an economy in certain circumstances.

A: beneficial
B: harmful
C: either a or b
D: neither a or b",C: either a or b,"Macroeconomics, 3rd Edition",10,international trade capital flows
"16. An economy with a larger involvement in foreign trade:

A: is more likely to suffer a larger trade imbalance.
B: may measure its exports as a share of GDP.
C: has a substantial trade imbalance.
D: has an underlying trade imbalance.",B: may measure its exports as a share of GDP.,"Macroeconomics, 3rd Edition",10,international trade capital flows
"17. The extent to which a national economy is involved in global trade:

A: is not very strongly related to the issue of whether the economy has a substantial trade imbalance.
B: is not very strongly related to the underlying economic meaning of trade imbalances.
C: is not very strongly related to either a or b above.
D: is very strongly related to both a and b above.",C: is not very strongly related to either a or b above.,"Macroeconomics, 3rd Edition",10,international trade capital flows
"18. What is the most common method of measuring flows of trade?

A: amount of physical items transported between countries
B: amount of manufactured items transported by truck
C: comparing annual amounts of goods and services exchanged between countries
D: comparing exports of goods, services, and financial capital between countries","D: comparing exports of goods, services, and financial capital between countries","Macroeconomics, 3rd Edition",10,international trade capital flows
"19. In most high-income economies, including the United States, goods currently make up ___________, while services currently compose ____________.

A: more than half of total production; less than half of total production
B: less than half of total production; more than half of total production
C: the merchandise trade balance; the capital trade balance
D: the merchandise trade balance; the retail trade balance",B: less than half of total production; more than half of total production,"Macroeconomics, 3rd Edition",10,international trade capital flows
"20. The surge in international trade related to services to be performed in one country and sold in another that began in the 1990s has been powered by which of the following?

A: technological advances
B: telecommunications
C: computers
D: customer service, finance, law",A: technological advances,"Macroeconomics, 3rd Edition",10,international trade capital flows
"21. At the outset of the 21st century, most global trade took the form of:

A: services, rather than goods.
B: goods, rather than services.
C: equal trade in goods and services.
D: trade surpluses in the service sector.","B: goods, rather than services.","Macroeconomics, 3rd Edition",10,international trade capital flows
"22. Economists typically rely on a broader measure of international trade known as the ___________________, which includes _____________________________.

A: current trade balance; foreign aid announced by the government.
B: current trade balance; finance, law, and software product design.
C: current account balance; telecommunications, computers, finance, law, and advertising.
D: current account balance; goods, services, international income flows, and foreign aid.","D: current account balance; goods, services, international income flows, and foreign aid.","Macroeconomics, 3rd Edition",10,international trade capital flows
"23. In the United States, which of the following government institutions would most likely provide economists with the basic data for merchandise trade?

A: Census Bureau
B: Department of Commerce
C: Bureau of Economic Analysis
D: Department of the Treasury",A: Census Bureau,"Macroeconomics, 3rd Edition",10,international trade capital flows
"24. In the U.S., all companies involved in international flows of capital must file reports, which are ultimately compiled by the:

A: Census Bureau.
B: Department of the Treasury.
C: Bureau of Economic Analysis.
D: Department of Commerce.",B: Department of the Treasury.,"Macroeconomics, 3rd Edition",10,international trade capital flows
"25. One of the following must be used as a starting point in order to perform an analysis that will determine what the connections between imbalances of trade in goods and services and the flows of international financial capital are. Which one is it?

A: sketch patterns of trade deficits
B: sketch patterns of trade surpluses
C: define the level of trade
D: define the balance of trade",D: define the balance of trade,"Macroeconomics, 3rd Edition",10,international trade capital flows
"26. An economics professor is discussing a measure of trade that involves a comparison of exports and imports of goods for the year just ended. What name is given to this measurement?

A: export trade balance
B: merchandise trade balance
C: import trade balance
D: current account balance",B: merchandise trade balance,"Macroeconomics, 3rd Edition",10,international trade capital flows
"27. Why would an analyst include, among other things, airplane parts, legal services and software, in an analysis of international economic trade?

A: to determine the merchandise trade balance
B: to determine the balance of trade in services
C: to determine the current account balance
D: to determine the international flow of income",C: to determine the current account balance,"Macroeconomics, 3rd Edition",10,international trade capital flows
"28. From a macroeconomic perspective, an economic transaction in the form of a financial investment is synonymous with which of the following?

A: a productive economic asset
B: trade resulting from unilateral transfers
C: trade in the financial capital market
D: a stream of payments leaving the country",C: trade in the financial capital market,"Macroeconomics, 3rd Edition",10,international trade capital flows
"29. From an economic perspective, returns on foreign investment are included in the overall measure of trade because financial investments:

A: are a form of trade that takes place in the financial capital market.
B: can also be thought of as payments made by the government.
C: are made by parties in the U.S. economy and foreign investors.
D: have expanded substantially in the U.S. over the last few decades.",A: are a form of trade that takes place in the financial capital market.,"Macroeconomics, 3rd Edition",10,international trade capital flows
"30. Which of the following would most likely be included in the positive side of the U.S. current account balance?

A: U.S. foreign aid sent to as disaster relief to Haiti
B: interest payments to foreign investors invested in the U.S.
C: money spent by U.S. tourists in Europe
D: money earned by U.S. firms in Europe",D: money earned by U.S. firms in Europe,"Macroeconomics, 3rd Edition",10,international trade capital flows
"31. Which of the following would most likely be included in the negative side of the current account balance?

A: money earned by Canadian firms in the U.S.
B: money spent by Canadian tourists in the U.S.
C: returns paid to U.S. investors in Southeast Asia
D: European aid sent to the U.S. to fund the Iraq war",A: money earned by Canadian firms in the U.S.,"Macroeconomics, 3rd Edition",10,international trade capital flows
"32. In 2010, a small country imported goods worth $500 billion and exported goods worth $443 billion. It exported services worth $248 billion and imported services worth $330 billion. Payments on investments abroad totaled $199 billion, while returns paid on foreign investments were $125 billion. Unilateral transfers from the country to other nations amounted to $94 billion. What was the country's merchandise trade deficit for 2010?

A: $70 billion
B: $154 billion
C: $57 billion
D: $65 billion",A: $70 billion,"Macroeconomics, 3rd Edition",10,international trade capital flows
"33. In 2010, a country imported goods worth $500 billion and exported goods worth $443 billion. It exported services worth $248 billion and imported services worth $330 billion. Payments on investments abroad totaled $199 billion, while returns paid on foreign investments were $125 billion. Unilateral transfers from the country to other nations amounted to $94 billion. What was the country’s current account balance for 2010?

A: $70 billion
B: $159 billion
C: $142 billion
D: $65 billion",B: $159 billion,"Macroeconomics, 3rd Edition",10,international trade capital flows
"34. In 2010, the country of Vesey exported goods worth $312 billion and services worth $198 billion. It imported goods worth $525 billion and services worth $255 billion. It sent $1.2 billion in famine relief to Africa, and received $3 billion to support its first democratic election efforts.  What was the merchandise trade deficit in Vesey in 2010?

A: $213 billion
B: $270 billion
C: $57 billion
D: $1.8 billion",A: $213 billion,"Macroeconomics, 3rd Edition",10,international trade capital flows
"35. In 2010, the country of Vesey exported goods worth $312 billion and services worth $198 billion. It imported goods worth $525 billion and services worth $255 billion. It sent $1.2 billion in famine relief to Africa, and received $3 billion to support its first democratic election efforts.  What was the current account balance in Vesey for 2010?

A: $251.2 billion
B: $270.6 billion
C: $213.3 billion
D: $271.8 billion",D: $271.8 billion,"Macroeconomics, 3rd Edition",10,international trade capital flows
"36. The final category of the current account balance is ____________________, which can be thought of as payments made by individuals in which money is sent abroad _________________________.

A: income payments; and the returns are received from abroad
B: trade in services; by domestic financial firms are treated like imports
C: unilateral transfers; without any direct good or service being received
D: exports of goods; can cause a merchandise trade deficit",C: unilateral transfers; without any direct good or service being received,"Macroeconomics, 3rd Edition",10,international trade capital flows
"37. Which of the following accurately reflects the pattern of the U.S. current account balance during the periods: 1991; the late 1990s through to the mid-2000s; and 2009 following the onset of recession?

A: larger deficit; tiny surplus; surplus declined
B: tiny surplus; larger deficit; deficit declined
C: surplus declined; larger deficit; tiny surplus
D: larger deficit; surplus declined; tiny deficit",B: tiny surplus; larger deficit; deficit declined,"Macroeconomics, 3rd Edition",10,international trade capital flows
"38. In 2009, because U.S. imports were $2,535 billion while exports were $2,116 billion:

A: imports exceeded exports by a sizeable $419 billion.
B: there was a huge influx of foreign capital into the U.S. economy.
C: government policy caused a lessening of foreign aid.
D: exports exceeded imports by a sizeable $419 billion.",A: imports exceeded exports by a sizeable $419 billion.,"Macroeconomics, 3rd Edition",10,international trade capital flows
"39. To a macroeconomist, a trade deficit is synonymous with which of the following?

A: outflow of financial capital
B: outflow of goods and services
C: inflow of financial capital
D: inflow of goods and services",C: inflow of financial capital,"Macroeconomics, 3rd Edition",10,international trade capital flows
"40. Which of the following terms is sometimes used to describe the balance of trade?

A: balance of payments
B: balance of capital flows
C: balance of financial investment
D: balance of investment capital",A: balance of payments,"Macroeconomics, 3rd Edition",10,international trade capital flows
"41. If a country's current account balance is zero and the financial payments flowing in and out of the country's economy are equal, then which of the following must be a true statement?

A: it has an overall or net inflow of financial investment
B: it is not an overall or a net investor in other countries
C: it has an overall or net outflow of financial investment
D: its government is not indebted to other governments",B: it is not an overall or a net investor in other countries,"Macroeconomics, 3rd Edition",10,international trade capital flows
"42. In what way are the factors used to calculate the current account balance similar to each other?

A: each is like a stream, though some flow in different directions
B: all refer to ways governments invest their tax resources
C: all reflect workers' unilateral payments to home countries
D: each involves a flow of financial payments between countries",D: each involves a flow of financial payments between countries,"Macroeconomics, 3rd Edition",10,international trade capital flows
"43. Which of the following represents the national savings and investment identity - Supply of financial capital = Demand for financial capital - expressed in algebraic terms?

A: (M – X) = I – S – (T – G)
B: S + (M – X) = I + (G – T)
C: X – M = S + (G – T) – I
D: I – S – (T – G) = (M – X)",B: S + (M – X) = I + (G – T),"Macroeconomics, 3rd Edition",10,international trade capital flows
"44. Assume that the level of domestic investment in a country rises, while the level of private and public saving remains unchanged. In these circumstances:

A: the rise in domestic investment will mean a higher trade deficit.
B: the rise in domestic investment will mean a higher trade surplus.
C: government borrowing will increase sharply.
D: the trade deficit will decline sharply.",A: the rise in domestic investment will mean a higher trade deficit.,"Macroeconomics, 3rd Edition",10,international trade capital flows
"45. The statement that GDP = C + I + G + X – M is an identity, because ________________________________.

A: trade surpluses can be either good or bad
B: trade deficits can be either good or bad
C: it is true according to the definition of GDP
D: each trade is conducted on a voluntary basis",C: it is true according to the definition of GDP,"Macroeconomics, 3rd Edition",10,international trade capital flows
"46. Only one of the following statements about trade surplus and capital flow is correct. Which one is it?

A: a trade surplus means that there is a net inflow of capital
B: a trade surplus means that there is a net outflow of capital
C: a trade surplus exists if there is a net inflow of capital excluding foreign borrowing and lending
D: a trade surplus exists if there is a net outflow of capital excluding foreign borrowing and lending",B: a trade surplus means that there is a net outflow of capital,"Macroeconomics, 3rd Edition",10,international trade capital flows
"47. Only one of the following statements about the trade surplus is correct. Which one is it?

A: the government should always strive for a trade surplus and a healthy inflow of foreign capital
B: the government generating a trade surplus is better than increasing foreign capital inflows
C: increasing foreign capital investment is better than generating a trade surplus
D: generating a trade surplus and an overall net inflow of capital is impossible",D: generating a trade surplus and an overall net inflow of capital is impossible,"Macroeconomics, 3rd Edition",10,international trade capital flows
"48. When did the U.S. current account balance experience the largest surplus?

A: before the 1980s
B: 1980s and 1990s
C: 1990s and 2000s
D: after the 2000s",A: before the 1980s,"Macroeconomics, 3rd Edition",10,international trade capital flows
"49. Which of the following represents a financial inflow into the U.S. economy?

A: South Korean car imports
B: Canadian investors buying real estate in Arizona
C: foreign aid from the U.S. to Haiti
D: oil imports from Iraq",B: Canadian investors buying real estate in Arizona,"Macroeconomics, 3rd Edition",10,international trade capital flows
"50. Which of the following represents a financial inflow to the U.S. economy?

A: returns paid on U.S. financial investments in Switzerland
B: computer chip imports from Israel
C: oil imports from Canada
D: foreign aid from the U.S. to Ethiopia",A: returns paid on U.S. financial investments in Switzerland,"Macroeconomics, 3rd Edition",10,international trade capital flows
"51. Which of the following represents a financial outflow from the U.S. economy?

A: U.S. computer exports to Poland
B: returns paid on U.S. financial investment in Hong Kong
C: U.S. investors buying foreign assets in Germany
D: British investors buying real estate in Kentucky",C: U.S. investors buying foreign assets in Germany,"Macroeconomics, 3rd Edition",10,international trade capital flows
"52. Which of the following involves a financial outflow from the U.S. economy?

A: South Korean investors buy firms in the U.S
B: Chinese investors buy real estate across the U.S.
C: returns paid on U.S. investments in France
D: U.S. firms buying logging rights to China's forests",D: U.S. firms buying logging rights to China's forests,"Macroeconomics, 3rd Edition",10,international trade capital flows
"53. A country finds itself in the following situation: a government budget deficit of $800; total domestic savings of $1800, and total domestic physical capital investment of $1300. According to the national saving and investment identity, what is the current account balance?

A: deficit of $1300
B: surplus of $300
C: deficit of $300
D: surplus of $1300",C: deficit of $300,"Macroeconomics, 3rd Edition",10,international trade capital flows
"54. A country finds itself in the following situation: a government budget deficit of $900; total domestic savings of $200, and total domestic physical capital investment of $1300. According to the national saving and investment identity, if investment decreases by $300 while the government budget deficit and savings remain the same, what will happen to the current account balance?

A: $200 deficit changes to $100 surplus
B: surplus increases from $200 to $500
C: $200 surplus changes to $100 deficit
D: deficit decreases from $900 to $600",A: $200 deficit changes to $100 surplus,"Macroeconomics, 3rd Edition",10,international trade capital flows
"55. A government finds itself in the following situation: a government budget deficit of $900; total domestic savings of $2000, and total domestic physical capital investment of $1300. According to the national saving and investment identity, if investment increases by $200 while the government budget deficit decreases by $100 and savings remain the same, what will happen to the current account balance?

A: current account becomes 0
B: deficit increases from $200 to $400
C: deficit decreases from $200 to $100
D: deficit increases from $200 to $300",D: deficit increases from $200 to $300,"Macroeconomics, 3rd Edition",10,international trade capital flows
"56. A country finds itself in the following situation: the government budget surplus is 2% of its GDP; private savings is 30% of GDP; and physical investment is 33% of GDP. Based on the national saving and investment identity, what is this country's current account balance?

A: deficit of 2% of GDP
B: surplus of 1% of GDP
C: deficit of 1% of GDP
D: deficit of 3% of GDP",C: deficit of 1% of GDP,"Macroeconomics, 3rd Edition",10,international trade capital flows
"57. A country finds itself in the following situation: the government budget surplus is 2% of its GDP; private savings is 30% of GDP; and physical investment is 33% of GDP. Based on the national saving and investment identity, if private savings fall to zero, what will happen to this country's current account balance?

A: deficit increases from 2% to 32% of GDP
B: deficit increases from 1% to 31% of GDP
C: surplus of 1% drops to deficit of 29% of GDP
D: surplus of 2% drops to deficit of 28% of GDP",B: deficit increases from 1% to 31% of GDP,"Macroeconomics, 3rd Edition",10,international trade capital flows
"58. A country finds itself in the following situation: the government budget surplus is 2% of its GDP; private savings is 30% of GDP; and physical investment is 33% of GDP. Based on the national saving and investment identity, if the government budget surplus falls to zero, what will happen to this country's current account balance?

A: surplus of 1% drops to 1% deficit of GDP
B: surplus of 2% increases to 4% surplus of GDP
C: deficit of 1% increases to 2% surplus of GDP
D: deficit increases from 1% to 3% of GDP",D: deficit increases from 1% to 3% of GDP,"Macroeconomics, 3rd Edition",10,international trade capital flows
"59. When some countries increase their imports as a result of worldwide economic growth, other countries must be increasing their:

A: exports as demand in all countries substantially rises.
B: trade deficits since all of their imports significantly rise.
C: trade surplus since all of their exports gradually rise.
D: imports, but their trade deficits gradually decrease.",A: exports as demand in all countries substantially rises.,"Macroeconomics, 3rd Edition",10,international trade capital flows
"60. From a macroeconomic perspective, a payment made by a foreign firm to a U.S. investor looks just like an:

A: import of a service.
B: import of a good.
C: export of a service.
D: export of a good.",C: export of a service.,"Macroeconomics, 3rd Edition",10,international trade capital flows
"61. The two main sources for the supply of capital in the U.S. economy are:

A: private sector investment and government borrowing when spending is higher than tax revenues.
B: domestic savings from individuals and firms and inflows of financial capital from foreign investors.
C: domestic savings from individuals and firms and government borrowing to make up a tax shortfall.
D: domestic private sector borrowing and inflows of financial capital from foreign investors.",B: domestic savings from individuals and firms and inflows of financial capital from foreign investors.,"Macroeconomics, 3rd Edition",10,international trade capital flows
"62. A country's current national savings and investment identity is expressed in algebraic terms as (M – X) = I – S – (T – G). In this instance:

A: domestic investment is higher than domestic savings.
B: domestic savings exceed domestic investment.
C: the country is experiencing a trade surplus.
D: government savings are excluded.",A: domestic investment is higher than domestic savings.,"Macroeconomics, 3rd Edition",10,international trade capital flows
"63. A country's current national savings and investment identity is expressed in algebraic terms as X – M = S + (G – T) – I. In this instance:

A: there is an inflow of capital investment from the rest of the world economy.
B: there is no connection from domestic savings and investment to the trade balance.
C: the trade balance is determined by performance of certain sectors of the economy.
D: private and public domestic savings are higher than domestic investment.",D: private and public domestic savings are higher than domestic investment.,"Macroeconomics, 3rd Edition",10,international trade capital flows
"64. A country's current national savings and investment identity is expressed in algebraic terms as I – S – (T – G) = (M – X). Assume that the level of domestic investment in a country rises, while the level of private and public saving remains unchanged. In this instance, the rise in domestic: investment will mean

A: a higher trade surplus.
B: a lower trade surplus.
C: a higher trade deficit.
D: trade will be perfectly balanced.",C: a higher trade deficit.,"Macroeconomics, 3rd Edition",10,international trade capital flows
"65. A country's current national savings and investment identity is expressed in algebraic terms as I – S – (T – G) = (M – X). Assume that the level of domestic savings rises, while the level of domestic investment and private saving remains unchanged. In this instance:

A: less foreign financial capital is required to meet investment needs.
B: government policy will involve increasing private savings.
C: the country's trade deficit will decline.
D: all of the above",D: all of the above,"Macroeconomics, 3rd Edition",10,international trade capital flows
"66. The national saving and investment identity teaches that the rest of the economy can absorb an inflow of foreign financial capital by:

A: reduced private savings, leaving domestic investment and public saving unchanged.
B: higher domestic investment, leaving private and public savings unchanged.
C: greater government borrowing, leaving domestic saving and investment unchanged.
D: leaving domestic saving and investment unchanged using any of the above.",D: leaving domestic saving and investment unchanged using any of the above.,"Macroeconomics, 3rd Edition",10,international trade capital flows
"67. One insight that can be obtained from the national saving and investment identity is that a nation’s balance of trade is determined by:

A: foreign investment as a part of supply of financial capital.
B: each nation’s own levels of domestic saving and domestic investment.
C: foreign investment as part of the demand for financial capital.
D: all of the world government budgets and the overall global trade balance.",B: each nation’s own levels of domestic saving and domestic investment.,"Macroeconomics, 3rd Edition",10,international trade capital flows
"68. A recession tends to make a _____________________.

A: trade surplus smaller
B: trade deficit smaller
C: trade deficit larger
D: both a and b above",B: trade deficit smaller,"Macroeconomics, 3rd Edition",10,international trade capital flows
